Unnamed: 0,Company,Brand,Appliance,SKU,ENERGY_VALUE,ENERGY_UNIT,ENERGY_TIER,BRAND_PRODUCT_COUNT,APPLIANCE_CATEGORY_COUNT,AVG_ENERGY_FOR_APPLIANCE,ENERGY_VS_APPLIANCE_AVG,HAS_ENERGY_DATA,IS_MULTI_SKU_APPLIANCE_LINE
6101,IKEA,IKEA,Toaster,SKU-52764,,,,79,1204,355.70175438596493,,False,True
6103,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Freezer,SKU-79979,,,,64,1228,351.4947368421053,,False,True
6104,Arçelik A.Ş. / Koç Holding,Altus,Washer,SKU-46644,475.0,W,low,56,1176,347.4403470715835,127.55965292841648,True,True
6105,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Kettle,SKU-14366,,,,73,1193,349.02286902286903,,False,True
6106,AB Electrolux / Investor AB,Tappan,Refrigerator,SKU-43699,,,,70,1145,353.9111111111111,,False,True
6107,Arçelik A.Ş. / Koç Holding,Grundig,Washer,SKU-16469,,,,57,1176,347.4403470715835,,False,True
6108,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Dish Washer,SKU-48406,500.0,W,low,57,1223,350.4077253218884,149.5922746781116,True,True
6109,Candy Group,Hoover,Stove,SKU-41822,250.0,W,low,62,1188,359.6288209606987,-109.6288209606987,True,True
6110,Mondragon Corporation,Mastercook,Kettle,SKU-38232,,,,63,1193,349.02286902286903,,False,True
6111,AB Electrolux / Investor AB,Parkinson Cowan,Dryer,SKU-99027,,,,62,1183,347.7754677754678,,False,True
6112,Whirlpool Corporation,KitchenAid India,Dish Washer,SKU-28745,,,,70,1223,350.4077253218884,,False,True
6113,"Indesit Company, Whirlpool Corporation",Termogamma,Dryer,SKU-12084,,,,56,1183,347.7754677754678,,False,True
6114,"Indesit Company, Whirlpool Corporation",Scholtès,Stove,SKU-26655,,,,49,1188,359.6288209606987,,False,True
6115,AB Electrolux / Investor AB,Zanussi,Dish Washer,SKU4960,,,,78,1223,350.4077253218884,,False,True
6116,Arçelik A.Ş. / Koç Holdin,Beko,Refrigerator,SKU-57832,300.0,W,low,72,1145,353.9111111111111,-53.9111111111111,True,True
6117,GlenDimplex,Technika,Dish Washer,SKU-50333,,,,60,1223,350.4077253218884,,False,True
6118,Candy Group,Süsler,Dryer,SKU-94165,,,,71,1183,347.7754677754678,,False,True
6119,AB Electrolux / Investor AB,Electrolux,Kettle,SKU-26597,,,,74,1193,349.02286902286903,,False,True
6121,Whirlpool Corporatio,Ariston,Toaster,SKU-59933,325.0,W,low,68,1204,355.70175438596493,-30.701754385964932,True,True
6122,"Indesit Company, Whirlpool Corporation",Scholtès,Dish Washer,SKU-52370,400.0,W,low,49,1223,350.4077253218884,49.59227467811161,True,True
6123,AB Electrolux / Investor AB,Lehel,Dish Washer,SKU-59970,,,,59,1223,350.4077253218884,,False,True
6124,AB Electrolux / Investor AB,Zanussi,Refrigerator,SKU-13723,,,,78,1145,353.9111111111111,,False,True
6125,Gorenje,Pelgrim,Dish Washer,SKU-24270,,,,63,1223,350.4077253218884,,False,True
6126,Arçelik A.Ş. / Koç Holding,Arçelik,Refrigerator,SKU-94546,,,,51,1145,353.9111111111111,,False,True
6127,AB Electrolux / Investor AB,Dishlex,Washer,SKU-11540,120.0,W,low,68,1176,347.4403470715835,-227.44034707158352,True,True
6128,AB Electrolux / Investor AB,Gafa,Freezer,SKU-15147,475.0,W,low,69,1228,351.4947368421053,123.50526315789472,True,True
6129,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Refrigerator,SKU-38592,,,,57,1145,353.9111111111111,,False,True
6130,AB Electrolux / Investor A,Chef,Kettle,SKU-64537,,,,67,1193,349.02286902286903,,False,True
6131,GlenDimplex,Valor,Freezer,SKU-24264,,,,64,1228,351.4947368421053,,False,True
6132,Arçelik A.Ş. / Koç Holdin,Beko,Washer,SKU-61133,,,,72,1176,347.4403470715835,,False,True
6133,AB Electrolux / Investor A,Chef,Washer,SKU-61160,500.0,W,low,67,1176,347.4403470715835,152.55965292841648,True,True
6134,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Freezer,SKU-6935,,,,59,1228,351.4947368421053,,False,True
6135,Whirlpool Corporation,KitchenAid India,Washer,SKU-2051,475.0,W,low,70,1176,347.4403470715835,127.55965292841648,True,True
6136,The Middleby Corporation,Marvel,Dish Washer,SKU-68919,,,,54,1223,350.4077253218884,,False,True
6137,Arçelik A.Ş. / Koç Holding,Dawlance,Stove,SKU-50494,300.0,W,low,63,1188,359.6288209606987,-59.628820960698704,True,True
6138,Mondragon Corporation,Mastercook,Dryer,SKU-82340,,,,63,1183,347.7754677754678,,False,True
6139,AB Electrolux / Investor AB,Westinghouse,Toaster,SKU-33469,120.0,W,low,68,1204,355.70175438596493,-235.70175438596493,True,True
6140,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Stove,SKU-62184,,,,52,1188,359.6288209606987,,False,True
6141,Arçelik A.Ş. / Koç Holding,Leisure,Dish Washer,SKU-33904,,,,53,1223,350.4077253218884,,False,True
6142,"Indesit Company, Whirlpool Corporation",Stinol,Washer,SKU-80583,400.0,W,low,58,1176,347.4403470715835,52.55965292841648,True,True
6143,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Kettle,SKU-10190,,,,63,1193,349.02286902286903,,False,True
6144,AB Electrolux / Investor AB,REX-Electrolux,Kettle,SKU-57670,,,,75,1193,349.02286902286903,,False,True
6145,"Indesit Company, Whirlpool Corporation",Termogamma,Toaster,SKU-76639,400.0,W,low,56,1204,355.70175438596493,44.29824561403507,True,True
6146,"LG Electronics, LG Corporation",LG,Refrigerator,SKU-24770,,,,61,1145,353.9111111111111,,False,True
6147,Whirlpool Corporation,Jenn-Air,Toaster,SKU20216,250.0,W,low,59,1204,355.70175438596493,-105.70175438596493,True,True
6148,GlenDimplex,Campo,Dish Washer,SKU-14480,,,,74,1223,350.4077253218884,,False,True
6150,GlenDimplex,Campo,Refrigerator,SKU-2269,500.0,W,low,74,1145,353.9111111111111,146.0888888888889,True,True
6151,AB Electrolux / Investor AB,Elektro Helios,Stove,SKU-86178,,,,67,1188,359.6288209606987,,False,True
6152,AB Electrolux / Investor A,Chef,Dryer,SKU-85965,,,,67,1183,347.7754677754678,,False,True
6153,Whirlpool Corporation,Acros,Dryer,SKU-16251,250.0,W,low,74,1183,347.7754677754678,-97.7754677754678,True,True
6154,Dayou Group,Daewoo,Stove,SKU-42240,,,,67,1188,359.6288209606987,,False,True
6155,Mondragon Corporation,De Dietrich,Washer,SKU-88853,,,,67,1176,347.4403470715835,,False,True
6156,AB Electrolux / Investor AB,Somela,Stove,SKU-45569,,,,65,1188,359.6288209606987,,False,True
6157,AB Electrolux / Investor AB,Corberó,Refrigerator,SKU-34092,,,,58,1145,353.9111111111111,,False,True
6158,Arçelik A.Ş. / Koç Holding,Leisure,Dryer,SKU-18419,,,,53,1183,347.7754677754678,,False,True
6159,Candy Group,Rosières,Stove,SKU-99588,,,,68,1188,359.6288209606987,,False,True
6160,Whirlpool Corporation,KitchenAid,Kettle,SKU-76579,250.0,W,low,79,1193,349.02286902286903,-99.02286902286903,True,True
6161,Whirlpool Corporatio,Ariston,Washer,SKU-66197,,,,68,1176,347.4403470715835,,False,True
6162,"LG Electronics, LG Corporation",LG,Dish Washer,SKU-64783,,,,61,1223,350.4077253218884,,False,True
6163,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Stove,SKU-83519,500.0,W,low,75,1188,359.6288209606987,140.3711790393013,True,True
6164,Gorenje,Gorenje,Kettle,SKU-37406,500.0,W,low,59,1193,349.02286902286903,150.97713097713097,True,True
6165,AB Electrolux / Investor AB,Olympic Group,Dish Washer,SKU-32539,,,,58,1223,350.4077253218884,,False,True
6166,AB Electrolux / Investor AB,Anova,Stove,SKU-38273,250.0,W,low,54,1188,359.6288209606987,-109.6288209606987,True,True
6167,Candy Group,Iberna,Dish Washer,SKU-60878,500.0,W,low,72,1223,350.4077253218884,149.5922746781116,True,True
6168,AB Electrolux / Investor AB,Corberó,Dryer,SKU-30345,,,,58,1183,347.7754677754678,,False,True
6169,Arçelik A.Ş. / Koç Holding,Arctic,Freezer,SKU-62420,,,,61,1228,351.4947368421053,,False,True
6170,AB Electrolux / Investor AB,Arthur Martin,Toaster,SKU-30843,,,,60,1204,355.70175438596493,,False,True
6171,Whirlpool Corporation,Inglis,Dryer,SKU-76686,250.0,W,low,57,1183,347.7754677754678,-97.7754677754678,True,True
6172,GlenDimplex,Creda,Freezer,SKU-81282,,,,60,1228,351.4947368421053,,False,True
6173,AB Electrolux / Investor AB,Tappan,Toaster,SKU-33838,325.0,W,low,70,1204,355.70175438596493,-30.701754385964932,True,True
6174,Meneghetti S.p.A,Fulgor Milano,Kettle,SKU-73020,325.0,W,low,65,1193,349.02286902286903,-24.02286902286903,True,True
6175,AB Electrolux / Investor AB,FAure,Refrigerator,SKU-1406,300.0,W,low,58,1145,353.9111111111111,-53.9111111111111,True,True
6176,AB Electrolux / Investor AB,Dometic,Freezer,SKU-74267,,,,59,1228,351.4947368421053,,False,True
6177,Whirlpool Corporation,Admiral,Toaster,SKU-16581,475.0,W,low,77,1204,355.70175438596493,119.29824561403507,True,True
6178,Smeg Group S.p.A,Bertazzoni,Kettle,SKU-38999,,,,57,1193,349.02286902286903,,False,True
6179,Whirlpool Corporation,Acros,Kettle,SKU-20062,,,,74,1193,349.02286902286903,,False,True
6180,GlenDimplex,Dimplex,Stove,SKU-59111,,,,62,1188,359.6288209606987,,False,True
6182,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Refrigerator,SKU-38520,,,,64,1145,353.9111111111111,,False,True
6183,Gorenje,Gorenje,Washer,SKU-42870,,,,59,1176,347.4403470715835,,False,True
6184,GlenDimplex,Creda,Stove,SKU-45222,,,,60,1188,359.6288209606987,,False,True
6185,AB Electrolux / Investor AB,Arthur Martin,Refrigerator,SKU-95699,,,,60,1145,353.9111111111111,,False,True
6186,Gorenje,Mora,Dish Washer,SKU-64549,,,,71,1223,350.4077253218884,,False,True
6187,Smeg Group S.p.A,Smeg,Dish Washer,SKU-55177,,,,66,1223,350.4077253218884,,False,True
6188,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Stove,SKU-99440,,,,57,1188,359.6288209606987,,False,True
6190,Candy Group,Zerowatt,Kettle,SKU-61663,120.0,W,low,58,1193,349.02286902286903,-229.02286902286903,True,True
6191,AB Electrolux / Investor AB,Zanker,Stove,SKU-44346,,,,67,1188,359.6288209606987,,False,True
6192,AB Electrolux / Investor A,Chef,Dish Washer,SKU-91871,250.0,W,low,67,1223,350.4077253218884,-100.40772532188839,True,True
6193,AB Electrolux / Investor AB,Tappan,Washer,SKU-51929,,,,70,1176,347.4403470715835,,False,True
6194,Whirlpool Corporation,Polar,Freezer,SKU-18652,,,,66,1228,351.4947368421053,,False,True
6196,Gorenj,Atag,Dryer,SKU-49748,,,,60,1183,347.7754677754678,,False,True
6197,"LG Electronics, LG Corporation",LG,Stove,SKU-83000,400.0,W,low,61,1188,359.6288209606987,40.371179039301296,True,True
6198,AB Electrolux / Investor AB,Gibson,Dish Washer,SKU-79340,,,,58,1223,350.4077253218884,,False,True
6199,"Sub-Zero Group, Inc",Sub-Zero,Dish Washer,SKU-47627,,,,54,1223,350.4077253218884,,False,True
6200,Candy Group,Süsler,Refrigerator,SKU-4827,,,,71,1145,353.9111111111111,,False,True
6201,Whirlpool Corporation,Maytag,Stove,SKU-24409,,,,65,1188,359.6288209606987,,False,True
6202,AB Electrolux / Investor A,Frigidaire,Dish Washer,SKU-66995,250.0,W,low,54,1223,350.4077253218884,-100.40772532188839,True,True
6204,Candy Group,Iberna,Washer,SKU-46518,,,,72,1176,347.4403470715835,,False,True
6205,Whirlpool Corporation,Admiral,Dryer,SKU-57881,,,,77,1183,347.7754677754678,,False,True
6206,AB Electrolux / Investor AB,FAure,Kettle,SKU-50359,,,,58,1193,349.02286902286903,,False,True
6208,AB Electrolux / Investor AB,Mademsa,Dryer,SKU-4285,250.0,W,low,67,1183,347.7754677754678,-97.7754677754678,True,True
6209,GlenDimplex,New World,Stove,SKU--41599,425.0,W,low,58,1188,359.6288209606987,65.3711790393013,True,True
6210,Mondragon Corporation,Mastercook,Stove,SKU-7268,,,,63,1188,359.6288209606987,,False,True
6212,Whirlpool Corporation,Roper,Dish Washer,SKU-75682,120.0,W,low,72,1223,350.4077253218884,-230.4077253218884,True,True
6213,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Washer,SKU-87429,,,,71,1176,347.4403470715835,,False,True
6214,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Dish Washer,SKU-89629,250.0,W,low,52,1223,350.4077253218884,-100.40772532188839,True,True
6215,Gorenje,Sidex,Washer,SKU-81647,325.0,W,low,57,1176,347.4403470715835,-22.440347071583517,True,True
6216,Whirlpool Corporation,Brastemp,Kettle,SKU-76456,475.0,W,low,68,1193,349.02286902286903,125.97713097713097,True,True
6218,AB Electrolux / Investor AB,Parkinson Cowan,Dryer,SKU-4460,,,,62,1183,347.7754677754678,,False,True
6219,John Lewis Partnership,John Lewis,Refrigerator,SKU-35660,,,,47,1145,353.9111111111111,,False,True
6220,AB Electrolux / Investor AB,Prosdócimo,Kettle,SKU-21956,400.0,W,low,52,1193,349.02286902286903,50.97713097713097,True,True
6221,AB Electrolux / Investor AB,Prosdócimo,Stove,SKU-14742,,,,52,1188,359.6288209606987,,False,True
6222,Candy Group,Iberna,Washer,SKU-79446,,,,72,1176,347.4403470715835,,False,True
6223,Whirlpool Corporation,Estate,Washer,SKU-11676,,,,81,1176,347.4403470715835,,False,True
6224,AB Electrolux / Investor A,Chef,Washer,SKU-64834,,,,67,1176,347.4403470715835,,False,True
6225,Miele & Cie. KG,Miele,Kettle,SKU-85378,,,,73,1193,349.02286902286903,,False,True
6226,The Middleby Corporation,Marvel,Kettle,SKU-9270,,,,54,1193,349.02286902286903,,False,True
6227,AB Electrolux / Investor AB,Parkinson Cowan,Dryer,SKU-40525,,,,62,1183,347.7754677754678,,False,True
6228,Whirlpool Corporation,Jenn-Air,Refrigerator,SKU-28156,,,,59,1145,353.9111111111111,,False,True
6229,Smeg Group S.p.A,Bertazzoni,Freezer,SKU-71787,,,,57,1228,351.4947368421053,,False,True
6230,IKEA,IKEA,Refrigerator,SKU-36845,,,,79,1145,353.9111111111111,,False,True
6231,Whirlpool Corporation,Polar,Refrigerator,SKU-91754,,,,66,1145,353.9111111111111,,False,True
6232,GlenDimplex,Technika,Stove,SKU-72833,,,,60,1188,359.6288209606987,,False,True
6233,AB Electrolux / Investor AB,Olympic Group,Freezer,SKU-18973,,,,58,1228,351.4947368421053,,False,True
6234,AB Electrolux / Investor AB,Tappan,Dryer,SKU-37691,120.0,W,low,70,1183,347.7754677754678,-227.7754677754678,True,True
6235,AB Electrolux / Investor AB,Electrolux,Freezer,SKU-87159,325.0,W,low,74,1228,351.4947368421053,-26.494736842105283,True,True
6236,AB Electrolux / Investor AB,Arthur Martin,Dish Washer,SKU-74332,500.0,W,low,60,1223,350.4077253218884,149.5922746781116,True,True
6237,GlenDimplex,Valor,Freezer,SKU-57109,425.0,W,low,64,1228,351.4947368421053,73.50526315789472,True,True
6238,Candy Group,Iberna,Toaster,SKU-9591,,,,72,1204,355.70175438596493,,False,True
6240,Meneghetti S.p.A,Fulgor Milano,Refrigerator,SKU-81047,,,,65,1145,353.9111111111111,,False,True
6241,Whirlpool Corporation,Gladiator GarageWorks,Dish Washer,SKU-52002,,,,68,1223,350.4077253218884,,False,True
6242,Whirlpool Corporation,Brastemp,Dryer,SKU-53735,,,,68,1183,347.7754677754678,,False,True
6243,AB Electrolux / Investor AB,Dometic,Washer,SKU-70804,475.0,W,low,59,1176,347.4403470715835,127.55965292841648,True,True
6244,Dayou Group,Daewoo,Dryer,SKU--68154,,,,67,1183,347.7754677754678,,False,True
6245,Asko Appliances AB / Gorenje,Asko,Freezer,50466,,,,63,1228,351.4947368421053,,False,True
6246,Home Retail Group plc / J Sainsbury plc,Bush,Stove,SKU-84953,,,,63,1188,359.6288209606987,,False,True
6247,"Indesit Company, Whirlpool Corporation",Scholtès,Dish Washer,SKU-94531,,,,49,1223,350.4077253218884,,False,True
6248,Home Retail Group plc / J Sainsbury plc,Bush,Refrigerator,SKU-50554,300.0,W,low,63,1145,353.9111111111111,-53.9111111111111,True,True
6249,John Lewis Partnership,John Lewis,Refrigerator,SKU-87107,,,,47,1145,353.9111111111111,,False,True
6250,Whirlpool Corporation,Estate,Dish Washer,SKU-89907,425.0,W,low,81,1223,350.4077253218884,74.59227467811161,True,True
6251,"LG Electronics, LG Corporation",LG,Kettle,SKU-49186,325.0,W,low,61,1193,349.02286902286903,-24.02286902286903,True,True
6252,AB Electrolux / Investor AB,Olympic Group,Freezer,SKU-55965,,,,58,1228,351.4947368421053,,False,True
6253,Mondragon Corporation,Brandt,Dryer,SKU-32486,,,,60,1183,347.7754677754678,,False,True
6254,AB Electrolux / Investor AB,Zanussi,Freezer,SKU-84627,400.0,W,low,78,1228,351.4947368421053,48.50526315789472,True,True
6255,Gorenje,Pelgrim,Refrigerator,SKU-17488,475.0,W,low,63,1145,353.9111111111111,121.0888888888889,True,True
6256,AB Electrolux / Investor AB,Mademsa,Dryer,SKU-86631,120.0,W,low,67,1183,347.7754677754678,-227.7754677754678,True,True
6258,Candy Group,Vyatka,Freezer,SKU-66639,,,,73,1228,351.4947368421053,,False,True
6259,De’Longhi S.p.A,DeLonghi,Freezer,SKU-10701,,,,62,1228,351.4947368421053,,False,True
6260,GlenDimplex,Britannia,Toaster,SKU-65870,300.0,W,low,64,1204,355.70175438596493,-55.70175438596493,True,True
6261,Whirlpool Corporation,Inglis,Refrigerator,SKU-95213,,,,57,1145,353.9111111111111,,False,True
6262,AB Electrolux / Investor AB,Arthur Martin,Toaster,SKU--62885,475.0,W,low,60,1204,355.70175438596493,119.29824561403507,True,True
6263,Arçelik A.Ş. / Koç Holdin,Beko,Washer,SKU-82620,,,,72,1176,347.4403470715835,,False,True
6264,Mondragon Corporation,Mastercook,Refrigerator,SKU-91630,400.0,W,low,63,1145,353.9111111111111,46.0888888888889,True,True
6265,Candy Group,Rosières,Washer,SKU-86595,,,,68,1176,347.4403470715835,,False,True
6266,Whirlpool Corporation,Jenn-Air,Washer,SKU-45255,,,,59,1176,347.4403470715835,,False,True
6267,Dayou Group,Daewoo,Toaster,SKU-41313,400.0,W,low,67,1204,355.70175438596493,44.29824561403507,True,True
6268,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Dryer,SKU-39018,,,,75,1183,347.7754677754678,,False,True
6269,Arçelik A.Ş. / Koç Holding,Arçelik,Freezer,SKU-50439,,,,51,1228,351.4947368421053,,False,True
6270,"Sub-Zero Group, Inc",Sub-Zero,Dryer,SKU-73805,250.0,W,low,54,1183,347.7754677754678,-97.7754677754678,True,True
6271,IKEA,IKEA,Dryer,SKU-18025,,,,79,1183,347.7754677754678,,False,True
6272,Mondragon Corporation,Fagor,Dryer,SKU-93982,,,,87,1183,347.7754677754678,,False,True
6273,Mondragon Corporation,Mastercook,Dish Washer,SKU-74242,120.0,W,low,63,1223,350.4077253218884,-230.4077253218884,True,True
6274,GlenDimplex,Valor,Stove,SKU-61447,,,,64,1188,359.6288209606987,,False,True
6275,Gorenje,Sidex,Washer,SKU-94010,300.0,W,low,57,1176,347.4403470715835,-47.44034707158352,True,True
6276,AB Electrolux / Investor AB,Fensa,Washer,SKU-39410,,,,71,1176,347.4403470715835,,False,True
6277,AB Electrolux / Investor AB,Electrolux ICON,Refrigerator,SKU-45692,,,,62,1145,353.9111111111111,,False,True
6278,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Kettle,SKU-51369,,,,59,1193,349.02286902286903,,False,True
6279,The Meyer Corporatio,Hestan,Refrigerator,SKU-5899,400.0,W,low,64,1145,353.9111111111111,46.0888888888889,True,True
6280,"Sub-Zero Group, Inc",Wolf,Dish Washer,SKU-21588,,,,61,1223,350.4077253218884,,False,True
6281,Candy Group,Otsein Hoover,Toaster,SKU-63764,300.0,W,low,70,1204,355.70175438596493,-55.70175438596493,True,True
6282,GlenDimplex,Technika,Dish Washer,SKU-73845,,,,60,1223,350.4077253218884,,False,True
6283,AB Electrolux / Investor AB,Elektro Helios,Dish Washer,SKU-92140,250.0,W,low,67,1223,350.4077253218884,-100.40772532188839,True,True
6284,AB Electrolux / Investor AB,Zanussi,Refrigerator,SKU-67923,,,,78,1145,353.9111111111111,,False,True
6285,AB Electrolux / Investor AB,Atlas,Washer,SKU-17443,,,,63,1176,347.4403470715835,,False,True
6286,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Stove,SKU-35336,,,,80,1188,359.6288209606987,,False,True
6287,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Kettle,SKU-58560,,,,57,1193,349.02286902286903,,False,True
6288,Smeg Group S.p.A,Bertazzoni,Washer,SKU-77370,,,,57,1176,347.4403470715835,,False,True
6289,AB Electrolux / Investor A,Frigidaire,Refrigerator,SKU-21809,400.0,W,low,54,1145,353.9111111111111,46.0888888888889,True,True
6290,"LG Electronics, LG Corporation",LG,Refrigerator,SKU-90117,,,,61,1145,353.9111111111111,,False,True
6291,Whirlpool Corporation,Inglis,Dryer,SKU-18721,,,,57,1183,347.7754677754678,,False,True
6292,Liebherr Group,Liebherr,Refrigerator,SKU-49527,300.0,W,low,80,1145,353.9111111111111,-53.9111111111111,True,True
6293,Whirlpool Corporation,KitchenAid India,Stove,SKU-44287,,,,70,1188,359.6288209606987,,False,True
6294,Whirlpool Corporation,Acros,Dish Washer,SKU-27724,400.0,W,low,74,1223,350.4077253218884,49.59227467811161,True,True
6295,Amica Wronki S.A,Amica,Dish Washer,SKU-16492,,,,66,1223,350.4077253218884,,False,True
6296,Candy Group,Otsein Hoover,Freezer,SKU-72274,,,,70,1228,351.4947368421053,,False,True
6297,"Sub-Zero Group, Inc",Sub-Zero,Kettle,SKU-74786,,,,54,1193,349.02286902286903,,False,True
6298,Candy Group,Süsler,Toaster,SKU-85126,,,,71,1204,355.70175438596493,,False,True
6299,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Dryer,SKU-12961,,,,52,1183,347.7754677754678,,False,True
6300,AB Electrolux / Investor AB,Castor,Dish Washer,SKU-40736,,,,68,1223,350.4077253218884,,False,True
6301,Gorenje,Mora,Kettle,SKU-59988,,,,71,1193,349.02286902286903,,False,True
6302,Whirlpool Corporation,Kenmore,Freezer,SKU-95591,250.0,W,low,46,1228,351.4947368421053,-101.49473684210528,True,True
6304,Meneghetti S.p.A,Fulgor Milano,Freezer,SKU-36617,475.0,W,low,65,1228,351.4947368421053,123.50526315789472,True,True
6305,Dayou Group,Daewoo,Refrigerator,SKU-60195,475.0,W,low,67,1145,353.9111111111111,121.0888888888889,True,True
6306,AB Electrolux / Investor AB,Fensa,Toaster,SKU-71884,,,,71,1204,355.70175438596493,,False,True
6307,Whirlpool Corporation,Jenn-Air,Dryer,SKU-90026,,,,59,1183,347.7754677754678,,False,True
6308,BSH Hausgeräte GmbH / Robert Bosch GmbH,ufesa,Refrigerator,SKU-15299,,,,63,1145,353.9111111111111,,False,True
6309,"Indesit Company, Whirlpool Corporation",Stinol,Toaster,SKU-26989,,,,58,1204,355.70175438596493,,False,True
6310,BSH Hausgeräte GmbH / Robert Bosch GmbH,Coldex,Stove,SKU-22694,325.0,W,low,56,1188,359.6288209606987,-34.628820960698704,True,True
6311,Candy Group,Jinling,Toaster,SKU-37411,,,,50,1204,355.70175438596493,,False,True
6312,Liebherr Group,Liebherr,Kettle,SKU-56940,,,,80,1193,349.02286902286903,,False,True
6313,Mondragon Corporation,Brandt,Kettle,SKU-98103,250.0,W,low,60,1193,349.02286902286903,-99.02286902286903,True,True
6314,Candy Group,Baumatic,Refrigerator,SKU-20055,475.0,W,low,69,1145,353.9111111111111,121.0888888888889,True,True
6315,Candy Group,Zerowatt,Freezer,SKU-84745,,,,58,1228,351.4947368421053,,False,True
6316,Mondragon Corporation,Fagor,Kettle,SKU-77864,,,,87,1193,349.02286902286903,,False,True
6317,AB Electrolux / Investor AB,Tricity Bendix,Freezer,SKU-25266,,,,70,1228,351.4947368421053,,False,True
6318,Samsung Group,Samsung,Dryer,SKU-77207,,,,50,1183,347.7754677754678,,False,True
6319,AB Electrolux / Investor AB,Corberó,Refrigerator,SKU-39720,,,,58,1145,353.9111111111111,,False,True
6320,"Indesit Company, Whirlpool Corporation",Stinol,Dryer,SKU-4066,120.0,W,low,58,1183,347.7754677754678,-227.7754677754678,True,True
6321,Whirlpool Corporation,Consul,Dish Washer,SKU-37615,,,,71,1223,350.4077253218884,,False,True
6322,Asko Appliances AB / Gorenje,Asko,Dish Washer,SKU-54709,,,,63,1223,350.4077253218884,,False,True
6323,AB Electrolux / Investor AB,Castor,Dryer,SKU-63689,400.0,W,low,68,1183,347.7754677754678,52.2245322245322,True,True
6324,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Servis,Stove,SKU-81797,500.0,W,low,49,1188,359.6288209606987,140.3711790393013,True,True
6325,Candy Group,Otsein Hoover,Dryer,SKU-57799,120.0,W,low,70,1183,347.7754677754678,-227.7754677754678,True,True
6326,BSH Hausgeräte GmbH / Robert Bosch GmbH,Gaggenau,Freezer,SKU-88707,,,,57,1228,351.4947368421053,,False,True
6327,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Freezer,SKU-6259,500.0,W,low,59,1228,351.4947368421053,148.50526315789472,True,True
6328,Dayou Winia / Dayou Group,PRAUD,Refrigerator,SKU-20838,,,,65,1145,353.9111111111111,,False,True
6329,Candy Group,Süsler,Dryer,SKU-41427,,,,71,1183,347.7754677754678,,False,True
6330,AB Electrolux / Investor AB,Elektro Helios,Washer,SKU-18156,,,,67,1176,347.4403470715835,,False,True
6331,BSH Hausgeräte GmbH / Robert Bosch GmbH,Siemens,Dryer,SKU-3731,,,,46,1183,347.7754677754678,,False,True
6333,AB Electrolux / Investor AB,Atlas,Dish Washer,SKU-78810,,,,63,1223,350.4077253218884,,False,True
6334,AB Electrolux / Investor AB,REX-Electrolux,Toaster,SKU-73623,425.0,W,low,75,1204,355.70175438596493,69.29824561403507,True,True
6335,Gorenj,Atag,Freezer,SKU-36045,,,,60,1228,351.4947368421053,,False,True
6336,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Washer,SKU-54866,120.0,W,low,71,1176,347.4403470715835,-227.44034707158352,True,True
6337,Candy Group,Vyatka,Toaster,SKU-56528,,,,73,1204,355.70175438596493,,False,True
6338,Whirlpool Corporation,Polar,Refrigerator,SKU-63539,325.0,W,low,66,1145,353.9111111111111,-28.911111111111097,True,True
6339,Miele & Cie. KG,Miele,Toaster,SKU-75752,,,,73,1204,355.70175438596493,,False,True
6340,Whirlpool Corporation,Inglis,Stove,SKU-62472,400.0,W,low,57,1188,359.6288209606987,40.371179039301296,True,True
6341,Gorenje,Pelgrim,Stove,SKU-44632,,,,63,1188,359.6288209606987,,False,True
6342,Miele & Cie. KG,Miele,Kettle,SKU-16055,,,,73,1193,349.02286902286903,,False,True
6343,Dayou Winia / Dayou Group,PRAUD,Dish Washer,SKU-44118,,,,65,1223,350.4077253218884,,False,True
6344,AB Electrolux / Investor AB,Olympic Group,Toaster,SKU-20216,,,,58,1204,355.70175438596493,,False,True
6345,Meneghetti S.p.A,Fulgor Milano,Stove,SKU-83128,,,,65,1188,359.6288209606987,,False,True
